cod_munic;munic;pop_munic;mes;ano
3304144;Queimados;136535;9;2009
3304151;Quissamã;19583;9;2009
3304201;Resende;118401;9;2009
3304300;Rio Bonito;55030;9;2009
3304409;Rio Claro;17320;9;2009
3304508;Rio das Flores;8478;9;2009
3304524;Rio das Ostras;96647;9;2009
3304557;Rio de Janeiro;6279958;9;2009
3304607;Santa Maria Madalena;10334;9;2009
3304706;Santo Antônio de Pádua;40425;9;2009
3304805;São Fidélis;37479;9;2009
3304755;São Francisco de Itabapoana;41336;9;2009
3304904;São Gonçalo;990056;9;2009
3305000;São João da Barra;32285;9;2009
3305109;São João de Meriti;457888;9;2009
3305133;São José de Ubá;6951;9;2009
3305158;São José do Vale do Rio Preto;20167;9;2009
3305208;São Pedro da Aldeia;85468;9;2009
3305307;São Sebastião do Alto;8852;9;2009
3305406;Sapucaia;17494;9;2009
3305505;Saquarema;72091;9;2009
3305554;Seropédica;77001;9;2009
3305604;Silva Jardim;21342;9;2009
3305703;Sumidouro;14837;9;2009
3305752;Tanguá;30306;9;2009
3305802;Teresópolis;161404;9;2009
3305901;Trajano de Moraes;10268;9;2009
3306008;Três Rios;76955;9;2009
3306107;Valença;71358;9;2009
3306156;Varre-Sai;9326;9;2009
3306206;Vassouras;34149;9;2009
3306305;Volta Redonda;256433;9;2009
3300100;Angra dos Reis;165008;10;2009
3300159;Aperibé;10025;10;2009
3300209;Araruama;109446;10;2009
3300225;Areal;11298;10;2009
3300233;Armação dos Búzios;26700;10;2009
3300258;Arraial do Cabo;27400;10;2009
3300308;Barra do Piraí;94280;10;2009
3300407;Barra Mansa;177260;10;2009
3300456;Belford Roxo;466557;10;2009
3300506;Bom Jardim;25116;10;2009
3300605;Bom Jesus do Itabapoana;35273;10;2009
3300704;Cabo Frio;180833;10;2009
3300803;Cachoeiras de Macacu;53810;10;2009
3300902;Cambuci;14815;10;2009
3301009;Campos dos Goytacazes;459107;10;2009
3301108;Cantagalo;19830;10;2009
3300936;Carapebus;12924;10;2009
3301157;Cardoso Moreira;12600;10;2009
3301207;Carmo;17259;10;2009
3301306;Casimiro de Abreu;34107;10;2009
3300951;Comendador Levy Gasparian;8160;10;2009
3301405;Conceição de Macabu;21014;10;2009
3301504;Cordeiro;20283;10;2009
3301603;Duas Barras;10883;10;2009
3301702;Duque de Caxias;848654;10;2009
3301801;Engenheiro Paulo de Frontin;13151;10;2009
3301850;Guapimirim;50294;10;2009
3301876;Iguaba Grande;22137;10;2009
3301900;Itaboraí;215498;10;2009
3302007;Itaguaí;106731;10;2009
3302056;Italva;13947;10;2009
3302106;Itaocara;22907;10;2009
3302205;Itaperuna;95108;10;2009
3302254;Itatiaia;28450;10;2009
3302270;Japeri;94494;10;2009
3302304;Laje do Muriaé;7519;10;2009
3302403;Macaé;199812;10;2009
3302452;Macuco;5239;10;2009
3302502;Magé;225594;10;2009
3302601;Mangaratiba;35408;10;2009
3302700;Maricá;122616;10;2009
3302809;Mendes;17884;10;2009
3302858;Mesquita;168350;10;2009
3302908;Miguel Pereira;24584;10;2009
3303005;Miracema;26860;10;2009
3303104;Natividade;15085;10;2009
3303203;Nilópolis;157136;10;2009
3303302;Niterói;485342;10;2009
3303401;Nova Friburgo;181401;10;2009
3303500;Nova Iguaçu;793800;10;2009
3303609;Paracambi;46577;10;2009
3303708;Paraíba do Sul;40789;10;2009
3303807;Paraty;36851;10;2009
3303856;Paty do Alferes;26246;10;2009
3303906;Petrópolis;295185;10;2009
3303955;Pinheiral;22452;10;2009
3304003;Piraí;25966;10;2009
3304102;Porciúncula;17614;10;2009
3304110;Porto Real;16195;10;2009
3304128;Quatis;12622;10;2009
3304144;Queimados;136665;10;2009
3304151;Quissamã;19644;10;2009
3304201;Resende;118526;10;2009
3304300;Rio Bonito;55077;10;2009
3304409;Rio Claro;17330;10;2009
3304508;Rio das Flores;8485;10;2009
3304524;Rio das Ostras;97483;10;2009
3304557;Rio de Janeiro;6283643;10;2009
3304607;Santa Maria Madalena;10333;10;2009
3304706;Santo Antônio de Pádua;40440;10;2009
3304805;São Fidélis;37484;10;2009
3304755;São Francisco de Itabapoana;41338;10;2009
3304904;São Gonçalo;990937;10;2009
3305000;São João da Barra;32327;10;2009
3305109;São João de Meriti;457959;10;2009
3305133;São José de Ubá;6956;10;2009
3305158;São José do Vale do Rio Preto;20174;10;2009
3305208;São Pedro da Aldeia;85688;10;2009
3305307;São Sebastião do Alto;8856;10;2009
3305406;Sapucaia;17496;10;2009
3305505;Saquarema;72287;10;2009
3305554;Seropédica;77109;10;2009
3305604;Silva Jardim;21343;10;2009
3305703;Sumidouro;14843;10;2009
3305752;Tanguá;30345;10;2009
3305802;Teresópolis;161618;10;2009
3305901;Trajano de Moraes;10269;10;2009
3306008;Três Rios;76998;10;2009
3306107;Valença;71402;10;2009
3306156;Varre-Sai;9340;10;2009
3306206;Vassouras;34173;10;2009
3306305;Volta Redonda;256558;10;2009
3300100;Angra dos Reis;165463;11;2009
3300159;Aperibé;10044;11;2009
3300209;Araruama;109704;11;2009
3300225;Areal;11311;11;2009
3300233;Armação dos Búzios;26787;11;2009
3300258;Arraial do Cabo;27431;11;2009
3300308;Barra do Piraí;94330;11;2009
3300407;Barra Mansa;177315;11;2009
3300456;Belford Roxo;466835;11;2009
3300506;Bom Jardim;25138;11;2009
3300605;Bom Jesus do Itabapoana;35287;11;2009
3300704;Cabo Frio;181378;11;2009
3300803;Cachoeiras de Macacu;53856;11;2009
3300902;Cambuci;14816;11;2009
3301009;Campos dos Goytacazes;459571;11;2009
3301108;Cantagalo;19830;11;2009
3300936;Carapebus;12968;11;2009
3301157;Cardoso Moreira;12600;11;2009
3301207;Carmo;17277;11;2009
3301306;Casimiro de Abreu;34233;11;2009
3300951;Comendador Levy Gasparian;8162;11;2009
3301405;Conceição de Macabu;21034;11;2009
3301504;Cordeiro;20298;11;2009
3301603;Duas Barras;10888;11;2009
3301702;Duque de Caxias;849295;11;2009
3301801;Engenheiro Paulo de Frontin;13160;11;2009
3301850;Guapimirim;50414;11;2009
3301876;Iguaba Grande;22209;11;2009
3301900;Itaboraí;215750;11;2009
3302007;Itaguaí;106969;11;2009
3302056;Italva;13958;11;2009
3302106;Itaocara;22906;11;2009
3302205;Itaperuna;95181;11;2009
3302254;Itatiaia;28484;11;2009
3302270;Japeri;94594;11;2009
3302304;Laje do Muriaé;7516;11;2009
3302403;Macaé;200512;11;2009
3302452;Macuco;5242;11;2009
3302502;Magé;225768;11;2009
3302601;Mangaratiba;35514;11;2009
3302700;Maricá;123107;11;2009
3302809;Mendes;17890;11;2009
3302858;Mesquita;168353;11;2009
3302908;Miguel Pereira;24590;11;2009
3303005;Miracema;26858;11;2009
3303104;Natividade;15085;11;2009
3303203;Nilópolis;157165;11;2009
3303302;Niterói;485564;11;2009
3303401;Nova Friburgo;181469;11;2009
3303500;Nova Iguaçu;794046;11;2009
3303609;Paracambi;46632;11;2009
3303708;Paraíba do Sul;40819;11;2009
3303807;Paraty;36919;11;2009
3303856;Paty do Alferes;26258;11;2009
3303906;Petrópolis;295258;11;2009
3303955;Pinheiral;22479;11;2009
3304003;Piraí;26001;11;2009
3304102;Porciúncula;17629;11;2009
3304110;Porto Real;16235;11;2009
3304128;Quatis;12639;11;2009
3304144;Queimados;136795;11;2009
3304151;Quissamã;19704;11;2009
3304201;Resende;118650;11;2009
3304300;Rio Bonito;55125;11;2009
3304409;Rio Claro;17339;11;2009
3304508;Rio das Flores;8493;11;2009
3304524;Rio das Ostras;98326;11;2009
3304557;Rio de Janeiro;6287331;11;2009
3304607;Santa Maria Madalena;10332;11;2009
3304706;Santo Antônio de Pádua;40455;11;2009
3304805;São Fidélis;37490;11;2009
3304755;São Francisco de Itabapoana;41339;11;2009
3304904;São Gonçalo;991819;11;2009
3305000;São João da Barra;32370;11;2009
3305109;São João de Meriti;458031;11;2009
3305133;São José de Ubá;6961;11;2009
3305158;São José do Vale do Rio Preto;20182;11;2009
3305208;São Pedro da Aldeia;85908;11;2009
3305307;São Sebastião do Alto;8860;11;2009
3305406;Sapucaia;17499;11;2009
3305505;Saquarema;72484;11;2009
3305554;Seropédica;77218;11;2009
3305604;Silva Jardim;21343;11;2009
3305703;Sumidouro;14849;11;2009
3305752;Tanguá;30384;11;2009
3305802;Teresópolis;161832;11;2009
3305901;Trajano de Moraes;10271;11;2009
3306008;Três Rios;77042;11;2009
3306107;Valença;71446;11;2009
3306156;Varre-Sai;9353;11;2009
3306206;Vassouras;34197;11;2009
3306305;Volta Redonda;256683;11;2009
3300100;Angra dos Reis;165918;12;2009
3300159;Aperibé;10063;12;2009
3300209;Araruama;109963;12;2009
3300225;Areal;11323;12;2009
3300233;Armação dos Búzios;26874;12;2009
3300258;Arraial do Cabo;27463;12;2009
3300308;Barra do Piraí;94380;12;2009
3300407;Barra Mansa;177371;12;2009
3300456;Belford Roxo;467113;12;2009
3300506;Bom Jardim;25160;12;2009
3300605;Bom Jesus do Itabapoana;35301;12;2009
3300704;Cabo Frio;181925;12;2009
3300803;Cachoeiras de Macacu;53903;12;2009
3300902;Cambuci;14817;12;2009
3301009;Campos dos Goytacazes;460035;12;2009
3301108;Cantagalo;19830;12;2009
3300936;Carapebus;13012;12;2009
3301157;Cardoso Moreira;12600;12;2009
3301207;Carmo;17294;12;2009
3301306;Casimiro de Abreu;34359;12;2009
3300951;Comendador Levy Gasparian;8164;12;2009
3301405;Conceição de Macabu;21053;12;2009
3301504;Cordeiro;20313;12;2009
3301603;Duas Barras;10892;12;2009
3301702;Duque de Caxias;849937;12;2009
3301801;Engenheiro Paulo de Frontin;13168;12;2009
3301850;Guapimirim;50534;12;2009
3301876;Iguaba Grande;22282;12;2009
3301900;Itaboraí;216002;12;2009
3302007;Itaguaí;107207;12;2009
3302056;Italva;13970;12;2009
3302106;Itaocara;22905;12;2009
3302205;Itaperuna;95255;12;2009
3302254;Itatiaia;28517;12;2009
3302270;Japeri;94694;12;2009
3302304;Laje do Muriaé;7512;12;2009
3302403;Macaé;201214;12;2009
3302452;Macuco;5245;12;2009
3302502;Magé;225941;12;2009
3302601;Mangaratiba;35620;12;2009
3302700;Maricá;123600;12;2009
3302809;Mendes;17895;12;2009
3302858;Mesquita;168355;12;2009
3302908;Miguel Pereira;24596;12;2009
3303005;Miracema;26857;12;2009
3303104;Natividade;15085;12;2009
3303203;Nilópolis;157194;12;2009
3303302;Niterói;485787;12;2009
3303401;Nova Friburgo;181537;12;2009
3303500;Nova Iguaçu;794292;12;2009
3303609;Paracambi;46687;12;2009
3303708;Paraíba do Sul;40848;12;2009
3303807;Paraty;36988;12;2009
3303856;Paty do Alferes;26269;12;2009
3303906;Petrópolis;295332;12;2009
3303955;Pinheiral;22506;12;2009
3304003;Piraí;26036;12;2009
3304102;Porciúncula;17643;12;2009
3304110;Porto Real;16275;12;2009
3304128;Quatis;12656;12;2009
3304144;Queimados;136925;12;2009
3304151;Quissamã;19765;12;2009
3304201;Resende;118775;12;2009
3304300;Rio Bonito;55172;12;2009
3304409;Rio Claro;17349;12;2009
3304508;Rio das Flores;8500;12;2009
3304524;Rio das Ostras;99176;12;2009
3304557;Rio de Janeiro;6291020;12;2009
3304607;Santa Maria Madalena;10330;12;2009
3304706;Santo Antônio de Pádua;40470;12;2009
3304805;São Fidélis;37496;12;2009
3304755;São Francisco de Itabapoana;41341;12;2009
3304904;São Gonçalo;992701;12;2009
3305000;São João da Barra;32412;12;2009
3305109;São João de Meriti;458102;12;2009
3305133;São José de Ubá;6965;12;2009
3305158;São José do Vale do Rio Preto;20190;12;2009
3305208;São Pedro da Aldeia;86130;12;2009
3305307;São Sebastião do Alto;8864;12;2009
3305406;Sapucaia;17502;12;2009
3305505;Saquarema;72681;12;2009
3305554;Seropédica;77326;12;2009
3305604;Silva Jardim;21344;12;2009
3305703;Sumidouro;14854;12;2009
3305752;Tanguá;30423;12;2009
3305802;Teresópolis;162046;12;2009
3305901;Trajano de Moraes;10273;12;2009
3306008;Três Rios;77085;12;2009
3306107;Valença;71490;12;2009
3306156;Varre-Sai;9367;12;2009
3306206;Vassouras;34221;12;2009
3306305;Volta Redonda;256807;12;2009
3300100;Angra dos Reis;166375;1;2010
3300159;Aperibé;10082;1;2010
3300209;Araruama;110222;1;2010
3300225;Areal;11336;1;2010
3300233;Armação dos Búzios;26961;1;2010
3300258;Arraial do Cabo;27495;1;2010
3300308;Barra do Piraí;94430;1;2010
3300407;Barra Mansa;177426;1;2010
3300456;Belford Roxo;467392;1;2010
3300506;Bom Jardim;25181;1;2010
3300605;Bom Jesus do Itabapoana;35314;1;2010
3300704;Cabo Frio;182473;1;2010
3300803;Cachoeiras de Macacu;53949;1;2010
3300902;Cambuci;14819;1;2010
3301009;Campos dos Goytacazes;460500;1;2010
3301108;Cantagalo;19830;1;2010
3300936;Carapebus;13057;1;2010
3301157;Cardoso Moreira;12600;1;2010
3301207;Carmo;17312;1;2010
3301306;Casimiro de Abreu;34485;1;2010
3300951;Comendador Levy Gasparian;8166;1;2010
3301405;Conceição de Macabu;21073;1;2010
3301504;Cordeiro;20327;1;2010
3301603;Duas Barras;10897;1;2010
3301702;Duque de Caxias;850579;1;2010
3301801;Engenheiro Paulo de Frontin;13177;1;2010
3301850;Guapimirim;50655;1;2010
3301876;Iguaba Grande;22354;1;2010
3301900;Itaboraí;216255;1;2010
3302007;Itaguaí;107446;1;2010
3302056;Italva;13982;1;2010
3302106;Itaocara;22905;1;2010
3302205;Itaperuna;95328;1;2010
3302254;Itatiaia;28551;1;2010
3302270;Japeri;94795;1;2010
3302304;Laje do Muriaé;7509;1;2010
3302403;Macaé;201918;1;2010
3302452;Macuco;5248;1;2010
3302502;Magé;226114;1;2010
3302601;Mangaratiba;35727;1;2010
3302700;Maricá;124095;1;2010
3302809;Mendes;17900;1;2010
3302858;Mesquita;168358;1;2010
3302908;Miguel Pereira;24602;1;2010
3303005;Miracema;26855;1;2010
3303104;Natividade;15084;1;2010
3303203;Nilópolis;157223;1;2010
3303302;Niterói;486009;1;2010
3303401;Nova Friburgo;181606;1;2010
3303500;Nova Iguaçu;794538;1;2010
3303609;Paracambi;46742;1;2010
3303708;Paraíba do Sul;40878;1;2010
3303807;Paraty;37057;1;2010
3303856;Paty do Alferes;26280;1;2010
3303906;Petrópolis;295405;1;2010
3303955;Pinheiral;22533;1;2010
3304003;Piraí;26071;1;2010
3304102;Porciúncula;17658;1;2010
3304110;Porto Real;16315;1;2010
3304128;Quatis;12673;1;2010
3304144;Queimados;137056;1;2010
3304151;Quissamã;19826;1;2010
3304201;Resende;118900;1;2010
3304300;Rio Bonito;55220;1;2010
3304409;Rio Claro;17359;1;2010
3304508;Rio das Flores;8508;1;2010
3304524;Rio das Ostras;100034;1;2010
3304557;Rio de Janeiro;6294712;1;2010
3304607;Santa Maria Madalena;10329;1;2010
3304706;Santo Antônio de Pádua;40485;1;2010
3304805;São Fidélis;37502;1;2010
3304755;São Francisco de Itabapoana;41343;1;2010
3304904;São Gonçalo;993584;1;2010
3305000;São João da Barra;32454;1;2010
3305109;São João de Meriti;458173;1;2010
3305133;São José de Ubá;6970;1;2010
3305158;São José do Vale do Rio Preto;20197;1;2010
3305208;São Pedro da Aldeia;86351;1;2010
3305307;São Sebastião do Alto;8868;1;2010
3305406;Sapucaia;17505;1;2010
3305505;Saquarema;72878;1;2010
3305554;Seropédica;77434;1;2010
3305604;Silva Jardim;21344;1;2010
3305703;Sumidouro;14860;1;2010
3305752;Tanguá;30462;1;2010
3305802;Teresópolis;162260;1;2010
3305901;Trajano de Moraes;10275;1;2010
3306008;Três Rios;77129;1;2010
3306107;Valença;71535;1;2010
3306156;Varre-Sai;9380;1;2010
3306206;Vassouras;34244;1;2010
3306305;Volta Redonda;256932;1;2010
3300100;Angra dos Reis;166833;2;2010
3300159;Aperibé;10101;2;2010
3300209;Araruama;110482;2;2010
3300225;Areal;11348;2;2010
3300233;Armação dos Búzios;27049;2;2010
3300258;Arraial do Cabo;27527;2;2010
3300308;Barra do Piraí;94480;2;2010
3300407;Barra Mansa;177482;2;2010
3300456;Belford Roxo;467670;2;2010
3300506;Bom Jardim;25203;2;2010
3300605;Bom Jesus do Itabapoana;35328;2;2010
3300704;Cabo Frio;183022;2;2010
3300803;Cachoeiras de Macacu;53996;2;2010
3300902;Cambuci;14820;2;2010
3301009;Campos dos Goytacazes;460966;2;2010
3301108;Cantagalo;19830;2;2010
3300936;Carapebus;13101;2;2010
3301157;Cardoso Moreira;12600;2;2010
3301207;Carmo;17329;2;2010
3301306;Casimiro de Abreu;34612;2;2010
3300951;Comendador Levy Gasparian;8168;2;2010
3301405;Conceição de Macabu;21093;2;2010
3301504;Cordeiro;20342;2;2010
3301603;Duas Barras;10902;2;2010
3301702;Duque de Caxias;851221;2;2010
3301801;Engenheiro Paulo de Frontin;13186;2;2010
3301850;Guapimirim;50775;2;2010
3301876;Iguaba Grande;22427;2;2010
3301900;Itaboraí;216508;2;2010
3302007;Itaguaí;107685;2;2010
3302056;Italva;13993;2;2010
3302106;Itaocara;22904;2;2010
3302205;Itaperuna;95402;2;2010
3302254;Itatiaia;28584;2;2010
3302270;Japeri;94895;2;2010
3302304;Laje do Muriaé;7506;2;2010
3302403;Macaé;202625;2;2010
3302452;Macuco;5251;2;2010
3302502;Magé;226288;2;2010
3302601;Mangaratiba;35833;2;2010
3302700;Maricá;124591;2;2010
3302809;Mendes;17905;2;2010
3302858;Mesquita;168361;2;2010
3302908;Miguel Pereira;24607;2;2010
3303005;Miracema;26853;2;2010
3303104;Natividade;15084;2;2010
3303203;Nilópolis;157252;2;2010
3303302;Niterói;486232;2;2010
3303401;Nova Friburgo;181674;2;2010
3303500;Nova Iguaçu;794784;2;2010
3303609;Paracambi;46797;2;2010
3303708;Paraíba do Sul;40908;2;2010
3303807;Paraty;37126;2;2010
3303856;Paty do Alferes;26292;2;2010
3303906;Petrópolis;295478;2;2010
3303955;Pinheiral;22560;2;2010
3304003;Piraí;26106;2;2010
3304102;Porciúncula;17673;2;2010
3304110;Porto Real;16356;2;2010
3304128;Quatis;12691;2;2010
3304144;Queimados;137186;2;2010
3304151;Quissamã;19887;2;2010
3304201;Resende;119026;2;2010
3304300;Rio Bonito;55268;2;2010
3304409;Rio Claro;17368;2;2010
3304508;Rio das Flores;8516;2;2010
3304524;Rio das Ostras;100899;2;2010
3304557;Rio de Janeiro;6298406;2;2010
3304607;Santa Maria Madalena;10328;2;2010
3304706;Santo Antônio de Pádua;40500;2;2010
3304805;São Fidélis;37508;2;2010
3304755;São Francisco de Itabapoana;41344;2;2010
3304904;São Gonçalo;994468;2;2010
3305000;São João da Barra;32496;2;2010
3305109;São João de Meriti;458245;2;2010
3305133;São José de Ubá;6975;2;2010
3305158;São José do Vale do Rio Preto;20205;2;2010
3305208;São Pedro da Aldeia;86574;2;2010
3305307;São Sebastião do Alto;8872;2;2010
3305406;Sapucaia;17508;2;2010
3305505;Saquarema;73076;2;2010
3305554;Seropédica;77543;2;2010
3305604;Silva Jardim;21345;2;2010
3305703;Sumidouro;14866;2;2010
3305752;Tanguá;30501;2;2010
3305802;Teresópolis;162474;2;2010
3305901;Trajano de Moraes;10277;2;2010
3306008;Três Rios;77172;2;2010
3306107;Valença;71579;2;2010
3306156;Varre-Sai;9394;2;2010
3306206;Vassouras;34268;2;2010
3306305;Volta Redonda;257057;2;2010
3300100;Angra dos Reis;167293;3;2010
3300159;Aperibé;10120;3;2010
3300209;Araruama;110743;3;2010
3300225;Areal;11361;3;2010
3300233;Armação dos Búzios;27137;3;2010
3300258;Arraial do Cabo;27558;3;2010
3300308;Barra do Piraí;94530;3;2010
3300407;Barra Mansa;177537;3;2010
3300456;Belford Roxo;467949;3;2010
3300506;Bom Jardim;25225;3;2010
3300605;Bom Jesus do Itabapoana;35342;3;2010
3300704;Cabo Frio;183574;3;2010
3300803;Cachoeiras de Macacu;54043;3;2010
3300902;Cambuci;14821;3;2010
3301009;Campos dos Goytacazes;461431;3;2010
3301108;Cantagalo;19830;3;2010
3300936;Carapebus;13146;3;2010
3301157;Cardoso Moreira;12600;3;2010
3301207;Carmo;17347;3;2010
3301306;Casimiro de Abreu;34739;3;2010
3300951;Comendador Levy Gasparian;8170;3;2010
3301405;Conceição de Macabu;21113;3;2010
3301504;Cordeiro;20357;3;2010
3301603;Duas Barras;10907;3;2010
3301702;Duque de Caxias;851864;3;2010
3301801;Engenheiro Paulo de Frontin;13194;3;2010
3301850;Guapimirim;50896;3;2010
3301876;Iguaba Grande;22500;3;2010
3301900;Itaboraí;216761;3;2010
3302007;Itaguaí;107925;3;2010
3302056;Italva;14005;3;2010
3302106;Itaocara;22903;3;2010
3302205;Itaperuna;95476;3;2010
3302254;Itatiaia;28618;3;2010
3302270;Japeri;94996;3;2010
3302304;Laje do Muriaé;7503;3;2010
3302403;Macaé;203335;3;2010
3302452;Macuco;5254;3;2010
3302502;Magé;226462;3;2010
3302601;Mangaratiba;35940;3;2010
3302700;Maricá;125090;3;2010
3302809;Mendes;17910;3;2010
3302858;Mesquita;168363;3;2010
3302908;Miguel Pereira;24613;3;2010
3303005;Miracema;26851;3;2010
3303104;Natividade;15084;3;2010
3303203;Nilópolis;157281;3;2010
3303302;Niterói;486455;3;2010
3303401;Nova Friburgo;181742;3;2010
3303500;Nova Iguaçu;795030;3;2010
3303609;Paracambi;46852;3;2010
3303708;Paraíba do Sul;40937;3;2010
3303807;Paraty;37195;3;2010
3303856;Paty do Alferes;26303;3;2010
3303906;Petrópolis;295551;3;2010
3303955;Pinheiral;22587;3;2010
3304003;Piraí;26141;3;2010
3304102;Porciúncula;17687;3;2010
3304110;Porto Real;16396;3;2010
3304128;Quatis;12708;3;2010
3304144;Queimados;137317;3;2010
3304151;Quissamã;19948;3;2010
3304201;Resende;119151;3;2010
3304300;Rio Bonito;55315;3;2010
3304409;Rio Claro;17378;3;2010
3304508;Rio das Flores;8523;3;2010
3304524;Rio das Ostras;101771;3;2010
3304557;Rio de Janeiro;6302102;3;2010
3304607;Santa Maria Madalena;10327;3;2010
3304706;Santo Antônio de Pádua;40515;3;2010
3304805;São Fidélis;37514;3;2010
3304755;São Francisco de Itabapoana;41346;3;2010
3304904;São Gonçalo;995353;3;2010
3305000;São João da Barra;32539;3;2010
3305109;São João de Meriti;458316;3;2010
3305133;São José de Ubá;6979;3;2010
3305158;São José do Vale do Rio Preto;20213;3;2010
3305208;São Pedro da Aldeia;86796;3;2010
3305307;São Sebastião do Alto;8876;3;2010
3305406;Sapucaia;17511;3;2010
3305505;Saquarema;73275;3;2010
3305554;Seropédica;77652;3;2010
3305604;Silva Jardim;21346;3;2010
3305703;Sumidouro;14872;3;2010
3305752;Tanguá;30540;3;2010
3305802;Teresópolis;162689;3;2010
3305901;Trajano de Moraes;10279;3;2010
3306008;Três Rios;77216;3;2010
3306107;Valença;71623;3;2010
3306156;Varre-Sai;9408;3;2010
3306206;Vassouras;34292;3;2010
3306305;Volta Redonda;257182;3;2010
3300100;Angra dos Reis;167753;4;2010
3300159;Aperibé;10139;4;2010
3300209;Araruama;111004;4;2010
3300225;Areal;11374;4;2010
3300233;Armação dos Búzios;27226;4;2010
3300258;Arraial do Cabo;27590;4;2010
3300308;Barra do Piraí;94580;4;2010
3300407;Barra Mansa;177592;4;2010
3300456;Belford Roxo;468228;4;2010
3300506;Bom Jardim;25247;4;2010
3300605;Bom Jesus do Itabapoana;35356;4;2010
3300704;Cabo Frio;184127;4;2010
3300803;Cachoeiras de Macacu;54089;4;2010
3300902;Cambuci;14822;4;2010
3301009;Campos dos Goytacazes;461898;4;2010
3301108;Cantagalo;19830;4;2010
3300936;Carapebus;13190;4;2010
3301157;Cardoso Moreira;12600;4;2010
3301207;Carmo;17365;4;2010
3301306;Casimiro de Abreu;34867;4;2010
3300951;Comendador Levy Gasparian;8172;4;2010
3301405;Conceição de Macabu;21133;4;2010
3301504;Cordeiro;20372;4;2010
3301603;Duas Barras;10911;4;2010
3301702;Duque de Caxias;852507;4;2010
3301801;Engenheiro Paulo de Frontin;13203;4;2010
3301850;Guapimirim;51018;4;2010
3301876;Iguaba Grande;22574;4;2010
3301900;Itaboraí;217014;4;2010
3302007;Itaguaí;108165;4;2010
3302056;Italva;14017;4;2010
3302106;Itaocara;22902;4;2010
3302205;Itaperuna;95550;4;2010
3302254;Itatiaia;28651;4;2010
3302270;Japeri;95096;4;2010
3302304;Laje do Muriaé;7500;4;2010
3302403;Macaé;204047;4;2010
3302452;Macuco;5257;4;2010
3302502;Magé;226636;4;2010
3302601;Mangaratiba;36048;4;2010
3302700;Maricá;125591;4;2010
3302809;Mendes;17915;4;2010
3302858;Mesquita;168366;4;2010
3302908;Miguel Pereira;24619;4;2010
3303005;Miracema;26850;4;2010
3303104;Natividade;15083;4;2010
3303203;Nilópolis;157310;4;2010
3303302;Niterói;486677;4;2010
3303401;Nova Friburgo;181810;4;2010
3303500;Nova Iguaçu;795277;4;2010
3303609;Paracambi;46907;4;2010
3303708;Paraíba do Sul;40967;4;2010
3303807;Paraty;37264;4;2010
3303856;Paty do Alferes;26314;4;2010
3303906;Petrópolis;295625;4;2010
3303955;Pinheiral;22613;4;2010
3304003;Piraí;26176;4;2010
3304102;Porciúncula;17702;4;2010
3304110;Porto Real;16437;4;2010
3304128;Quatis;12725;4;2010
3304144;Queimados;137447;4;2010
3304151;Quissamã;20009;4;2010
3304201;Resende;119276;4;2010
3304300;Rio Bonito;55363;4;2010
3304409;Rio Claro;17387;4;2010
3304508;Rio das Flores;8531;4;2010
3304524;Rio das Ostras;102651;4;2010
3304557;Rio de Janeiro;6305800;4;2010
3304607;Santa Maria Madalena;10326;4;2010
3304706;Santo Antônio de Pádua;40530;4;2010
3304805;São Fidélis;37520;4;2010
3304755;São Francisco de Itabapoana;41348;4;2010
3304904;São Gonçalo;996239;4;2010
3305000;São João da Barra;32581;4;2010
3305109;São João de Meriti;458388;4;2010
3305133;São José de Ubá;6984;4;2010
3305158;São José do Vale do Rio Preto;20220;4;2010
3305208;São Pedro da Aldeia;87020;4;2010
3305307;São Sebastião do Alto;8880;4;2010
3305406;Sapucaia;17514;4;2010
3305505;Saquarema;73474;4;2010
3305554;Seropédica;77761;4;2010
3305604;Silva Jardim;21346;4;2010
3305703;Sumidouro;14877;4;2010
3305752;Tanguá;30579;4;2010
3305802;Teresópolis;162905;4;2010
3305901;Trajano de Moraes;10281;4;2010
3306008;Três Rios;77259;4;2010
3306107;Valença;71667;4;2010
3306156;Varre-Sai;9422;4;2010
3306206;Vassouras;34316;4;2010
3306305;Volta Redonda;257307;4;2010
3300100;Angra dos Reis;168215;5;2010
3300159;Aperibé;10158;5;2010
3300209;Araruama;111266;5;2010
3300225;Areal;11386;5;2010
3300233;Armação dos Búzios;27314;5;2010
3300258;Arraial do Cabo;27622;5;2010
3300308;Barra do Piraí;94630;5;2010
3300407;Barra Mansa;177648;5;2010
3300456;Belford Roxo;468507;5;2010
3300506;Bom Jardim;25269;5;2010
3300605;Bom Jesus do Itabapoana;35370;5;2010
3300704;Cabo Frio;184681;5;2010
3300803;Cachoeiras de Macacu;54136;5;2010
3300902;Cambuci;14823;5;2010
3301009;Campos dos Goytacazes;462364;5;2010
3301108;Cantagalo;19830;5;2010
3300936;Carapebus;13235;5;2010
3301157;Cardoso Moreira;12600;5;2010
3301207;Carmo;17382;5;2010
3301306;Casimiro de Abreu;34995;5;2010
3300951;Comendador Levy Gasparian;8174;5;2010
3301405;Conceição de Macabu;21153;5;2010
3301504;Cordeiro;20386;5;2010
3301603;Duas Barras;10916;5;2010
3301702;Duque de Caxias;853151;5;2010
3301801;Engenheiro Paulo de Frontin;13212;5;2010
3301850;Guapimirim;51139;5;2010
3301876;Iguaba Grande;22647;5;2010
3301900;Itaboraí;217268;5;2010
