cod_munic;munic;pop_munic;mes;ano
3304144;Queimados;141992;10;2013
3304151;Quissamã;21920;10;2013
3304201;Resende;123618;10;2013
3304300;Rio Bonito;57028;10;2013
3304409;Rio Claro;17724;10;2013
3304508;Rio das Flores;8797;10;2013
3304524;Rio das Ostras;123444;10;2013
3304557;Rio de Janeiro;6435864;10;2013
3304607;Santa Maria Madalena;10275;10;2013
3304706;Santo Antônio de Pádua;41053;10;2013
3304805;São Fidélis;37715;10;2013
3304755;São Francisco de Itabapoana;41384;10;2013
3304904;São Gonçalo;1027107;10;2013
3305000;São João da Barra;34032;10;2013
3305109;São João de Meriti;460777;10;2013
3305133;São José de Ubá;7151;10;2013
3305158;São José do Vale do Rio Preto;20731;10;2013
3305208;São Pedro da Aldeia;94074;10;2013
3305307;São Sebastião do Alto;9017;10;2013
3305406;Sapucaia;17610;10;2013
3305505;Saquarema;79795;10;2013
3305554;Seropédica;81468;10;2013
3305604;Silva Jardim;21359;10;2013
3305703;Sumidouro;15077;10;2013
3305752;Tanguá;31918;10;2013
3305802;Teresópolis;170258;10;2013
3305901;Trajano de Moraes;10347;10;2013
3306008;Três Rios;78792;10;2013
3306107;Valença;73227;10;2013
3306156;Varre-Sai;9887;10;2013
3306206;Vassouras;35153;10;2013
3306305;Volta Redonda;261706;10;2013
3300100;Angra dos Reis;182640;11;2013
3300159;Aperibé;10785;11;2013
3300209;Araruama;119627;11;2013
3300225;Areal;11816;11;2013
3300233;Armação dos Búzios;30007;11;2013
3300258;Arraial do Cabo;28707;11;2013
3300308;Barra do Piraí;96363;11;2013
3300407;Barra Mansa;179547;11;2013
3300456;Belford Roxo;478184;11;2013
3300506;Bom Jardim;26021;11;2013
3300605;Bom Jesus do Itabapoana;35849;11;2013
3300704;Cabo Frio;201752;11;2013
3300803;Cachoeiras de Macacu;55744;11;2013
3300902;Cambuci;14858;11;2013
3301009;Campos dos Goytacazes;478356;11;2013
3301108;Cantagalo;19814;11;2013
3300936;Carapebus;14510;11;2013
3301157;Cardoso Moreira;12592;11;2013
3301207;Carmo;17987;11;2013
3301306;Casimiro de Abreu;38800;11;2013
3300951;Comendador Levy Gasparian;8242;11;2013
3301405;Conceição de Macabu;21898;11;2013
3301504;Cordeiro;20897;11;2013
3301603;Duas Barras;11079;11;2013
3301702;Duque de Caxias;875416;11;2013
3301801;Engenheiro Paulo de Frontin;13525;11;2013
3301850;Guapimirim;55013;11;2013
3301876;Iguaba Grande;24977;11;2013
3301900;Itaboraí;225899;11;2013
3302007;Itaguaí;116154;11;2013
3302056;Italva;14433;11;2013
3302106;Itaocara;22855;11;2013
3302205;Itaperuna;98176;11;2013
3302254;Itatiaia;29828;11;2013
3302270;Japeri;98643;11;2013
3302304;Laje do Muriaé;7370;11;2013
3302403;Macaé;226174;11;2013
3302452;Macuco;5367;11;2013
3302502;Magé;232824;11;2013
3302601;Mangaratiba;39477;11;2013
3302700;Maricá;140742;11;2013
3302809;Mendes;18077;11;2013
3302858;Mesquita;170281;11;2013
3302908;Miguel Pereira;24820;11;2013
3303005;Miracema;26765;11;2013
3303104;Natividade;15059;11;2013
3303203;Nilópolis;158292;11;2013
3303302;Niterói;494623;11;2013
3303401;Nova Friburgo;184235;11;2013
3303500;Nova Iguaçu;805269;11;2013
3303609;Paracambi;48843;11;2013
3303708;Paraíba do Sul;42023;11;2013
3303807;Paraty;39611;11;2013
3303856;Paty do Alferes;26717;11;2013
3303906;Petrópolis;297931;11;2013
3303955;Pinheiral;23556;11;2013
3304003;Piraí;27400;11;2013
3304102;Porciúncula;18223;11;2013
3304110;Porto Real;17766;11;2013
3304128;Quatis;13327;11;2013
3304144;Queimados;142072;11;2013
3304151;Quissamã;21958;11;2013
3304201;Resende;123696;11;2013
3304300;Rio Bonito;57056;11;2013
3304409;Rio Claro;17729;11;2013
3304508;Rio das Flores;8801;11;2013
3304524;Rio das Ostras;123863;11;2013
3304557;Rio de Janeiro;6437846;11;2013
3304607;Santa Maria Madalena;10272;11;2013
3304706;Santo Antônio de Pádua;41059;11;2013
3304805;São Fidélis;37715;11;2013
3304755;São Francisco de Itabapoana;41379;11;2013
3304904;São Gonçalo;1027641;11;2013
3305000;São João da Barra;34058;11;2013
3305109;São João de Meriti;460770;11;2013
3305133;São José de Ubá;7154;11;2013
3305158;São José do Vale do Rio Preto;20740;11;2013
3305208;São Pedro da Aldeia;94213;11;2013
3305307;São Sebastião do Alto;9019;11;2013
3305406;Sapucaia;17609;11;2013
3305505;Saquarema;79920;11;2013
3305554;Seropédica;81537;11;2013
3305604;Silva Jardim;21356;11;2013
3305703;Sumidouro;15080;11;2013
3305752;Tanguá;31943;11;2013
3305802;Teresópolis;170394;11;2013
3305901;Trajano de Moraes;10347;11;2013
3306008;Três Rios;78815;11;2013
3306107;Valença;73251;11;2013
3306156;Varre-Sai;9896;11;2013
3306206;Vassouras;35166;11;2013
3306305;Volta Redonda;261768;11;2013
3300100;Angra dos Reis;182930;12;2013
3300159;Aperibé;10797;12;2013
3300209;Araruama;119793;12;2013
3300225;Areal;11824;12;2013
3300233;Armação dos Búzios;30061;12;2013
3300258;Arraial do Cabo;28727;12;2013
3300308;Barra do Piraí;96389;12;2013
3300407;Barra Mansa;179566;12;2013
3300456;Belford Roxo;478335;12;2013
3300506;Bom Jardim;26034;12;2013
3300605;Bom Jesus do Itabapoana;35855;12;2013
3300704;Cabo Frio;202097;12;2013
3300803;Cachoeiras de Macacu;55772;12;2013
3300902;Cambuci;14857;12;2013
3301009;Campos dos Goytacazes;478643;12;2013
3301108;Cantagalo;19811;12;2013
3300936;Carapebus;14536;12;2013
3301157;Cardoso Moreira;12590;12;2013
3301207;Carmo;17998;12;2013
3301306;Casimiro de Abreu;38878;12;2013
3300951;Comendador Levy Gasparian;8242;12;2013
3301405;Conceição de Macabu;21912;12;2013
3301504;Cordeiro;20906;12;2013
3301603;Duas Barras;11081;12;2013
3301702;Duque de Caxias;875790;12;2013
3301801;Engenheiro Paulo de Frontin;13530;12;2013
3301850;Guapimirim;55090;12;2013
3301876;Iguaba Grande;25025;12;2013
3301900;Itaboraí;226058;12;2013
3302007;Itaguaí;116307;12;2013
3302056;Italva;14440;12;2013
3302106;Itaocara;22851;12;2013
3302205;Itaperuna;98220;12;2013
3302254;Itatiaia;29849;12;2013
3302270;Japeri;98705;12;2013
3302304;Laje do Muriaé;7367;12;2013
3302403;Macaé;226609;12;2013
3302452;Macuco;5368;12;2013
3302502;Magé;232926;12;2013
3302601;Mangaratiba;39544;12;2013
3302700;Maricá;141041;12;2013
3302809;Mendes;18078;12;2013
3302858;Mesquita;170305;12;2013
3302908;Miguel Pereira;24821;12;2013
3303005;Miracema;26760;12;2013
3303104;Natividade;15057;12;2013
3303203;Nilópolis;158293;12;2013
3303302;Niterói;494729;12;2013
3303401;Nova Friburgo;184263;12;2013
3303500;Nova Iguaçu;805383;12;2013
3303609;Paracambi;48878;12;2013
3303708;Paraíba do Sul;42040;12;2013
3303807;Paraty;39656;12;2013
3303856;Paty do Alferes;26722;12;2013
3303906;Petrópolis;297942;12;2013
3303955;Pinheiral;23573;12;2013
3304003;Piraí;27423;12;2013
3304102;Porciúncula;18232;12;2013
3304110;Porto Real;17791;12;2013
3304128;Quatis;13338;12;2013
3304144;Queimados;142152;12;2013
3304151;Quissamã;21996;12;2013
3304201;Resende;123773;12;2013
3304300;Rio Bonito;57085;12;2013
3304409;Rio Claro;17734;12;2013
3304508;Rio das Flores;8806;12;2013
3304524;Rio das Ostras;124283;12;2013
3304557;Rio de Janeiro;6439828;12;2013
3304607;Santa Maria Madalena;10270;12;2013
3304706;Santo Antônio de Pádua;41065;12;2013
3304805;São Fidélis;37714;12;2013
3304755;São Francisco de Itabapoana;41375;12;2013
3304904;São Gonçalo;1028175;12;2013
3305000;São João da Barra;34085;12;2013
3305109;São João de Meriti;460762;12;2013
3305133;São José de Ubá;7156;12;2013
3305158;São José do Vale do Rio Preto;20749;12;2013
3305208;São Pedro da Aldeia;94352;12;2013
3305307;São Sebastião do Alto;9021;12;2013
3305406;Sapucaia;17609;12;2013
3305505;Saquarema;80045;12;2013
3305554;Seropédica;81606;12;2013
3305604;Silva Jardim;21354;12;2013
3305703;Sumidouro;15082;12;2013
3305752;Tanguá;31968;12;2013
3305802;Teresópolis;170531;12;2013
3305901;Trajano de Moraes;10347;12;2013
3306008;Três Rios;78838;12;2013
3306107;Valença;73275;12;2013
3306156;Varre-Sai;9905;12;2013
3306206;Vassouras;35180;12;2013
3306305;Volta Redonda;261829;12;2013
3300100;Angra dos Reis;183220;1;2014
3300159;Aperibé;10809;1;2014
3300209;Araruama;119959;1;2014
3300225;Areal;11832;1;2014
3300233;Armação dos Búzios;30116;1;2014
3300258;Arraial do Cabo;28747;1;2014
3300308;Barra do Piraí;96415;1;2014
3300407;Barra Mansa;179585;1;2014
3300456;Belford Roxo;478485;1;2014
3300506;Bom Jardim;26048;1;2014
3300605;Bom Jesus do Itabapoana;35861;1;2014
3300704;Cabo Frio;202442;1;2014
3300803;Cachoeiras de Macacu;55800;1;2014
3300902;Cambuci;14856;1;2014
3301009;Campos dos Goytacazes;478931;1;2014
3301108;Cantagalo;19809;1;2014
3300936;Carapebus;14561;1;2014
3301157;Cardoso Moreira;12589;1;2014
3301207;Carmo;18009;1;2014
3301306;Casimiro de Abreu;38955;1;2014
3300951;Comendador Levy Gasparian;8243;1;2014
3301405;Conceição de Macabu;21925;1;2014
3301504;Cordeiro;20914;1;2014
3301603;Duas Barras;11083;1;2014
3301702;Duque de Caxias;876164;1;2014
3301801;Engenheiro Paulo de Frontin;13536;1;2014
3301850;Guapimirim;55168;1;2014
3301876;Iguaba Grande;25072;1;2014
3301900;Itaboraí;226217;1;2014
3302007;Itaguaí;116461;1;2014
3302056;Italva;14447;1;2014
3302106;Itaocara;22847;1;2014
3302205;Itaperuna;98263;1;2014
3302254;Itatiaia;29870;1;2014
3302270;Japeri;98768;1;2014
3302304;Laje do Muriaé;7363;1;2014
3302403;Macaé;227045;1;2014
3302452;Macuco;5370;1;2014
3302502;Magé;233027;1;2014
3302601;Mangaratiba;39611;1;2014
3302700;Maricá;141341;1;2014
3302809;Mendes;18079;1;2014
3302858;Mesquita;170329;1;2014
3302908;Miguel Pereira;24822;1;2014
3303005;Miracema;26755;1;2014
3303104;Natividade;15055;1;2014
3303203;Nilópolis;158294;1;2014
3303302;Niterói;494835;1;2014
3303401;Nova Friburgo;184291;1;2014
3303500;Nova Iguaçu;805496;1;2014
3303609;Paracambi;48913;1;2014
3303708;Paraíba do Sul;42057;1;2014
3303807;Paraty;39700;1;2014
3303856;Paty do Alferes;26727;1;2014
3303906;Petrópolis;297953;1;2014
3303955;Pinheiral;23590;1;2014
3304003;Piraí;27445;1;2014
3304102;Porciúncula;18241;1;2014
3304110;Porto Real;17817;1;2014
3304128;Quatis;13349;1;2014
3304144;Queimados;142232;1;2014
3304151;Quissamã;22034;1;2014
3304201;Resende;123851;1;2014
3304300;Rio Bonito;57113;1;2014
3304409;Rio Claro;17739;1;2014
3304508;Rio das Flores;8811;1;2014
3304524;Rio das Ostras;124705;1;2014
3304557;Rio de Janeiro;6441811;1;2014
3304607;Santa Maria Madalena;10268;1;2014
3304706;Santo Antônio de Pádua;41072;1;2014
3304805;São Fidélis;37714;1;2014
3304755;São Francisco de Itabapoana;41370;1;2014
3304904;São Gonçalo;1028709;1;2014
3305000;São João da Barra;34112;1;2014
3305109;São João de Meriti;460755;1;2014
3305133;São José de Ubá;7159;1;2014
3305158;São José do Vale do Rio Preto;20758;1;2014
3305208;São Pedro da Aldeia;94492;1;2014
3305307;São Sebastião do Alto;9023;1;2014
3305406;Sapucaia;17609;1;2014
3305505;Saquarema;80171;1;2014
3305554;Seropédica;81676;1;2014
3305604;Silva Jardim;21351;1;2014
3305703;Sumidouro;15085;1;2014
3305752;Tanguá;31992;1;2014
3305802;Teresópolis;170667;1;2014
3305901;Trajano de Moraes;10348;1;2014
3306008;Três Rios;78861;1;2014
3306107;Valença;73300;1;2014
3306156;Varre-Sai;9914;1;2014
3306206;Vassouras;35194;1;2014
3306305;Volta Redonda;261891;1;2014
3300100;Angra dos Reis;183510;2;2014
3300159;Aperibé;10821;2;2014
3300209;Araruama;120126;2;2014
3300225;Areal;11840;2;2014
3300233;Armação dos Búzios;30171;2;2014
3300258;Arraial do Cabo;28767;2;2014
3300308;Barra do Piraí;96440;2;2014
3300407;Barra Mansa;179603;2;2014
3300456;Belford Roxo;478636;2;2014
3300506;Bom Jardim;26061;2;2014
3300605;Bom Jesus do Itabapoana;35866;2;2014
3300704;Cabo Frio;202787;2;2014
3300803;Cachoeiras de Macacu;55828;2;2014
3300902;Cambuci;14854;2;2014
3301009;Campos dos Goytacazes;479218;2;2014
3301108;Cantagalo;19806;2;2014
3300936;Carapebus;14587;2;2014
3301157;Cardoso Moreira;12587;2;2014
3301207;Carmo;18020;2;2014
3301306;Casimiro de Abreu;39033;2;2014
3300951;Comendador Levy Gasparian;8243;2;2014
3301405;Conceição de Macabu;21939;2;2014
3301504;Cordeiro;20923;2;2014
3301603;Duas Barras;11085;2;2014
3301702;Duque de Caxias;876538;2;2014
3301801;Engenheiro Paulo de Frontin;13541;2;2014
3301850;Guapimirim;55245;2;2014
3301876;Iguaba Grande;25120;2;2014
3301900;Itaboraí;226377;2;2014
3302007;Itaguaí;116615;2;2014
3302056;Italva;14454;2;2014
3302106;Itaocara;22843;2;2014
3302205;Itaperuna;98306;2;2014
3302254;Itatiaia;29891;2;2014
3302270;Japeri;98830;2;2014
3302304;Laje do Muriaé;7359;2;2014
3302403;Macaé;227482;2;2014
3302452;Macuco;5372;2;2014
3302502;Magé;233129;2;2014
3302601;Mangaratiba;39678;2;2014
3302700;Maricá;141641;2;2014
3302809;Mendes;18080;2;2014
3302858;Mesquita;170353;2;2014
3302908;Miguel Pereira;24823;2;2014
3303005;Miracema;26750;2;2014
3303104;Natividade;15052;2;2014
3303203;Nilópolis;158294;2;2014
3303302;Niterói;494941;2;2014
3303401;Nova Friburgo;184319;2;2014
3303500;Nova Iguaçu;805610;2;2014
3303609;Paracambi;48948;2;2014
3303708;Paraíba do Sul;42074;2;2014
3303807;Paraty;39745;2;2014
3303856;Paty do Alferes;26732;2;2014
3303906;Petrópolis;297963;2;2014
3303955;Pinheiral;23607;2;2014
3304003;Piraí;27468;2;2014
3304102;Porciúncula;18249;2;2014
3304110;Porto Real;17843;2;2014
3304128;Quatis;13360;2;2014
3304144;Queimados;142312;2;2014
3304151;Quissamã;22073;2;2014
3304201;Resende;123929;2;2014
3304300;Rio Bonito;57142;2;2014
3304409;Rio Claro;17743;2;2014
3304508;Rio das Flores;8815;2;2014
3304524;Rio das Ostras;125128;2;2014
3304557;Rio de Janeiro;6443795;2;2014
3304607;Santa Maria Madalena;10265;2;2014
3304706;Santo Antônio de Pádua;41078;2;2014
3304805;São Fidélis;37713;2;2014
3304755;São Francisco de Itabapoana;41366;2;2014
3304904;São Gonçalo;1029244;2;2014
3305000;São João da Barra;34139;2;2014
3305109;São João de Meriti;460748;2;2014
3305133;São José de Ubá;7162;2;2014
3305158;São José do Vale do Rio Preto;20767;2;2014
3305208;São Pedro da Aldeia;94631;2;2014
3305307;São Sebastião do Alto;9024;2;2014
3305406;Sapucaia;17609;2;2014
3305505;Saquarema;80297;2;2014
3305554;Seropédica;81745;2;2014
3305604;Silva Jardim;21349;2;2014
3305703;Sumidouro;15087;2;2014
3305752;Tanguá;32017;2;2014
3305802;Teresópolis;170804;2;2014
3305901;Trajano de Moraes;10348;2;2014
3306008;Três Rios;78884;2;2014
3306107;Valença;73324;2;2014
3306156;Varre-Sai;9922;2;2014
3306206;Vassouras;35207;2;2014
3306305;Volta Redonda;261952;2;2014
3300100;Angra dos Reis;183801;3;2014
3300159;Aperibé;10834;3;2014
3300209;Araruama;120293;3;2014
3300225;Areal;11848;3;2014
3300233;Armação dos Búzios;30225;3;2014
3300258;Arraial do Cabo;28787;3;2014
3300308;Barra do Piraí;96466;3;2014
3300407;Barra Mansa;179622;3;2014
3300456;Belford Roxo;478786;3;2014
3300506;Bom Jardim;26074;3;2014
3300605;Bom Jesus do Itabapoana;35872;3;2014
3300704;Cabo Frio;203134;3;2014
3300803;Cachoeiras de Macacu;55856;3;2014
3300902;Cambuci;14853;3;2014
3301009;Campos dos Goytacazes;479506;3;2014
3301108;Cantagalo;19803;3;2014
3300936;Carapebus;14613;3;2014
3301157;Cardoso Moreira;12585;3;2014
3301207;Carmo;18031;3;2014
3301306;Casimiro de Abreu;39111;3;2014
3300951;Comendador Levy Gasparian;8243;3;2014
3301405;Conceição de Macabu;21952;3;2014
3301504;Cordeiro;20931;3;2014
3301603;Duas Barras;11087;3;2014
3301702;Duque de Caxias;876913;3;2014
3301801;Engenheiro Paulo de Frontin;13546;3;2014
3301850;Guapimirim;55322;3;2014
3301876;Iguaba Grande;25168;3;2014
3301900;Itaboraí;226536;3;2014
3302007;Itaguaí;116769;3;2014
3302056;Italva;14461;3;2014
3302106;Itaocara;22839;3;2014
3302205;Itaperuna;98349;3;2014
3302254;Itatiaia;29912;3;2014
3302270;Japeri;98893;3;2014
3302304;Laje do Muriaé;7356;3;2014
3302403;Macaé;227920;3;2014
3302452;Macuco;5373;3;2014
3302502;Magé;233230;3;2014
3302601;Mangaratiba;39745;3;2014
3302700;Maricá;141942;3;2014
3302809;Mendes;18081;3;2014
3302858;Mesquita;170377;3;2014
3302908;Miguel Pereira;24824;3;2014
3303005;Miracema;26745;3;2014
3303104;Natividade;15050;3;2014
3303203;Nilópolis;158295;3;2014
3303302;Niterói;495047;3;2014
3303401;Nova Friburgo;184347;3;2014
3303500;Nova Iguaçu;805723;3;2014
3303609;Paracambi;48982;3;2014
3303708;Paraíba do Sul;42091;3;2014
3303807;Paraty;39789;3;2014
3303856;Paty do Alferes;26737;3;2014
3303906;Petrópolis;297974;3;2014
3303955;Pinheiral;23624;3;2014
3304003;Piraí;27490;3;2014
3304102;Porciúncula;18258;3;2014
3304110;Porto Real;17869;3;2014
3304128;Quatis;13371;3;2014
3304144;Queimados;142392;3;2014
3304151;Quissamã;22111;3;2014
3304201;Resende;124007;3;2014
3304300;Rio Bonito;57170;3;2014
3304409;Rio Claro;17748;3;2014
3304508;Rio das Flores;8820;3;2014
3304524;Rio das Ostras;125552;3;2014
3304557;Rio de Janeiro;6445779;3;2014
3304607;Santa Maria Madalena;10263;3;2014
3304706;Santo Antônio de Pádua;41084;3;2014
3304805;São Fidélis;37712;3;2014
3304755;São Francisco de Itabapoana;41361;3;2014
3304904;São Gonçalo;1029779;3;2014
3305000;São João da Barra;34166;3;2014
3305109;São João de Meriti;460740;3;2014
3305133;São José de Ubá;7164;3;2014
3305158;São José do Vale do Rio Preto;20776;3;2014
3305208;São Pedro da Aldeia;94771;3;2014
3305307;São Sebastião do Alto;9026;3;2014
3305406;Sapucaia;17609;3;2014
3305505;Saquarema;80422;3;2014
3305554;Seropédica;81815;3;2014
3305604;Silva Jardim;21346;3;2014
3305703;Sumidouro;15089;3;2014
3305752;Tanguá;32042;3;2014
3305802;Teresópolis;170941;3;2014
3305901;Trajano de Moraes;10348;3;2014
3306008;Três Rios;78907;3;2014
3306107;Valença;73348;3;2014
3306156;Varre-Sai;9931;3;2014
3306206;Vassouras;35221;3;2014
3306305;Volta Redonda;262014;3;2014
3300100;Angra dos Reis;184093;4;2014
3300159;Aperibé;10846;4;2014
3300209;Araruama;120460;4;2014
3300225;Areal;11856;4;2014
3300233;Armação dos Búzios;30280;4;2014
3300258;Arraial do Cabo;28807;4;2014
3300308;Barra do Piraí;96491;4;2014
3300407;Barra Mansa;179641;4;2014
3300456;Belford Roxo;478937;4;2014
3300506;Bom Jardim;26087;4;2014
3300605;Bom Jesus do Itabapoana;35878;4;2014
3300704;Cabo Frio;203481;4;2014
3300803;Cachoeiras de Macacu;55884;4;2014
3300902;Cambuci;14852;4;2014
3301009;Campos dos Goytacazes;479794;4;2014
3301108;Cantagalo;19800;4;2014
3300936;Carapebus;14638;4;2014
3301157;Cardoso Moreira;12583;4;2014
3301207;Carmo;18042;4;2014
3301306;Casimiro de Abreu;39189;4;2014
3300951;Comendador Levy Gasparian;8244;4;2014
3301405;Conceição de Macabu;21966;4;2014
3301504;Cordeiro;20940;4;2014
3301603;Duas Barras;11090;4;2014
3301702;Duque de Caxias;877287;4;2014
3301801;Engenheiro Paulo de Frontin;13551;4;2014
3301850;Guapimirim;55400;4;2014
3301876;Iguaba Grande;25216;4;2014
3301900;Itaboraí;226696;4;2014
3302007;Itaguaí;116923;4;2014
3302056;Italva;14468;4;2014
3302106;Itaocara;22836;4;2014
3302205;Itaperuna;98392;4;2014
3302254;Itatiaia;29934;4;2014
3302270;Japeri;98955;4;2014
3302304;Laje do Muriaé;7352;4;2014
3302403;Macaé;228359;4;2014
3302452;Macuco;5375;4;2014
3302502;Magé;233332;4;2014
3302601;Mangaratiba;39813;4;2014
3302700;Maricá;142244;4;2014
3302809;Mendes;18083;4;2014
3302858;Mesquita;170401;4;2014
3302908;Miguel Pereira;24826;4;2014
3303005;Miracema;26740;4;2014
3303104;Natividade;15047;4;2014
3303203;Nilópolis;158296;4;2014
3303302;Niterói;495153;4;2014
3303401;Nova Friburgo;184376;4;2014
3303500;Nova Iguaçu;805837;4;2014
3303609;Paracambi;49017;4;2014
3303708;Paraíba do Sul;42108;4;2014
3303807;Paraty;39834;4;2014
3303856;Paty do Alferes;26743;4;2014
3303906;Petrópolis;297985;4;2014
3303955;Pinheiral;23641;4;2014
3304003;Piraí;27513;4;2014
3304102;Porciúncula;18267;4;2014
3304110;Porto Real;17895;4;2014
3304128;Quatis;13382;4;2014
3304144;Queimados;142472;4;2014
3304151;Quissamã;22150;4;2014
3304201;Resende;124085;4;2014
3304300;Rio Bonito;57199;4;2014
3304409;Rio Claro;17753;4;2014
3304508;Rio das Flores;8824;4;2014
3304524;Rio das Ostras;125978;4;2014
3304557;Rio de Janeiro;6447764;4;2014
3304607;Santa Maria Madalena;10260;4;2014
3304706;Santo Antônio de Pádua;41090;4;2014
3304805;São Fidélis;37712;4;2014
3304755;São Francisco de Itabapoana;41357;4;2014
3304904;São Gonçalo;1030314;4;2014
3305000;São João da Barra;34193;4;2014
3305109;São João de Meriti;460733;4;2014
3305133;São José de Ubá;7167;4;2014
3305158;São José do Vale do Rio Preto;20785;4;2014
3305208;São Pedro da Aldeia;94911;4;2014
3305307;São Sebastião do Alto;9028;4;2014
3305406;Sapucaia;17609;4;2014
3305505;Saquarema;80549;4;2014
3305554;Seropédica;81885;4;2014
3305604;Silva Jardim;21344;4;2014
3305703;Sumidouro;15092;4;2014
3305752;Tanguá;32067;4;2014
3305802;Teresópolis;171078;4;2014
3305901;Trajano de Moraes;10348;4;2014
3306008;Três Rios;78929;4;2014
3306107;Valença;73373;4;2014
3306156;Varre-Sai;9940;4;2014
3306206;Vassouras;35234;4;2014
3306305;Volta Redonda;262075;4;2014
3300100;Angra dos Reis;184385;5;2014
3300159;Aperibé;10858;5;2014
3300209;Araruama;120628;5;2014
3300225;Areal;11864;5;2014
3300233;Armação dos Búzios;30335;5;2014
3300258;Arraial do Cabo;28827;5;2014
3300308;Barra do Piraí;96517;5;2014
3300407;Barra Mansa;179660;5;2014
3300456;Belford Roxo;479088;5;2014
3300506;Bom Jardim;26100;5;2014
3300605;Bom Jesus do Itabapoana;35884;5;2014
3300704;Cabo Frio;203828;5;2014
3300803;Cachoeiras de Macacu;55912;5;2014
3300902;Cambuci;14851;5;2014
3301009;Campos dos Goytacazes;480082;5;2014
3301108;Cantagalo;19798;5;2014
3300936;Carapebus;14664;5;2014
3301157;Cardoso Moreira;12582;5;2014
3301207;Carmo;18053;5;2014
3301306;Casimiro de Abreu;39267;5;2014
3300951;Comendador Levy Gasparian;8244;5;2014
3301405;Conceição de Macabu;21979;5;2014
3301504;Cordeiro;20948;5;2014
3301603;Duas Barras;11092;5;2014
3301702;Duque de Caxias;877662;5;2014
3301801;Engenheiro Paulo de Frontin;13556;5;2014
3301850;Guapimirim;55478;5;2014
3301876;Iguaba Grande;25264;5;2014
3301900;Itaboraí;226856;5;2014
3302007;Itaguaí;117078;5;2014
3302056;Italva;14475;5;2014
3302106;Itaocara;22832;5;2014
3302205;Itaperuna;98436;5;2014
3302254;Itatiaia;29955;5;2014
3302270;Japeri;99018;5;2014
3302304;Laje do Muriaé;7348;5;2014
3302403;Macaé;228798;5;2014
3302452;Macuco;5377;5;2014
3302502;Magé;233433;5;2014
3302601;Mangaratiba;39880;5;2014
3302700;Maricá;142546;5;2014
3302809;Mendes;18084;5;2014
3302858;Mesquita;170425;5;2014
3302908;Miguel Pereira;24827;5;2014
3303005;Miracema;26734;5;2014
3303104;Natividade;15045;5;2014
3303203;Nilópolis;158297;5;2014
3303302;Niterói;495259;5;2014
3303401;Nova Friburgo;184404;5;2014
3303500;Nova Iguaçu;805951;5;2014
3303609;Paracambi;49052;5;2014
3303708;Paraíba do Sul;42125;5;2014
3303807;Paraty;39879;5;2014
3303856;Paty do Alferes;26748;5;2014
3303906;Petrópolis;297996;5;2014
3303955;Pinheiral;23658;5;2014
3304003;Piraí;27535;5;2014
3304102;Porciúncula;18276;5;2014
3304110;Porto Real;17921;5;2014
3304128;Quatis;13393;5;2014
3304144;Queimados;142552;5;2014
3304151;Quissamã;22188;5;2014
3304201;Resende;124163;5;2014
3304300;Rio Bonito;57228;5;2014
3304409;Rio Claro;17758;5;2014
3304508;Rio das Flores;8829;5;2014
3304524;Rio das Ostras;126406;5;2014
3304557;Rio de Janeiro;6449749;5;2014
3304607;Santa Maria Madalena;10258;5;2014
3304706;Santo Antônio de Pádua;41096;5;2014
3304805;São Fidélis;37711;5;2014
3304755;São Francisco de Itabapoana;41352;5;2014
3304904;São Gonçalo;1030849;5;2014
3305000;São João da Barra;34220;5;2014
3305109;São João de Meriti;460726;5;2014
3305133;São José de Ubá;7170;5;2014
3305158;São José do Vale do Rio Preto;20794;5;2014
3305208;São Pedro da Aldeia;95051;5;2014
3305307;São Sebastião do Alto;9030;5;2014
3305406;Sapucaia;17608;5;2014
3305505;Saquarema;80675;5;2014
3305554;Seropédica;81954;5;2014
3305604;Silva Jardim;21341;5;2014
3305703;Sumidouro;15094;5;2014
3305752;Tanguá;32092;5;2014
3305802;Teresópolis;171215;5;2014
3305901;Trajano de Moraes;10348;5;2014
3306008;Três Rios;78952;5;2014
3306107;Valença;73397;5;2014
3306156;Varre-Sai;9949;5;2014
3306206;Vassouras;35248;5;2014
3306305;Volta Redonda;262137;5;2014
3300100;Angra dos Reis;184677;6;2014
3300159;Aperibé;10871;6;2014
3300209;Araruama;120795;6;2014
3300225;Areal;11871;6;2014
3300233;Armação dos Búzios;30390;6;2014
3300258;Arraial do Cabo;28847;6;2014
3300308;Barra do Piraí;96543;6;2014
3300407;Barra Mansa;179678;6;2014
3300456;Belford Roxo;479238;6;2014
3300506;Bom Jardim;26113;6;2014
3300605;Bom Jesus do Itabapoana;35890;6;2014
3300704;Cabo Frio;204176;6;2014
3300803;Cachoeiras de Macacu;55940;6;2014
3300902;Cambuci;14850;6;2014
3301009;Campos dos Goytacazes;480371;6;2014
3301108;Cantagalo;19795;6;2014
3300936;Carapebus;14690;6;2014
3301157;Cardoso Moreira;12580;6;2014
3301207;Carmo;18064;6;2014
3301306;Casimiro de Abreu;39346;6;2014
3300951;Comendador Levy Gasparian;8245;6;2014
3301405;Conceição de Macabu;21993;6;2014
3301504;Cordeiro;20957;6;2014
3301603;Duas Barras;11094;6;2014
3301702;Duque de Caxias;878037;6;2014
3301801;Engenheiro Paulo de Frontin;13561;6;2014
3301850;Guapimirim;55555;6;2014
3301876;Iguaba Grande;25312;6;2014
